영화 제목,썸네일,유튜브 제목,어그로표현 있음,내용,자극,의문,THUMB,내용있는어그로,video_id,자극+의문,char
브루스올마이티,https://i.ytimg.com/vi/HnpkuQNrgPo/hqdefault.jpg,신이 된 남자가 갑자기 생겨난 초능력을 사용해 지 꼴리는 대로 맘껏 세상을 주무르는 영화,1,1,1,0,1,1,HnpkuQNrgPo,1,14
브루스올마이티,https://i.ytimg.com/vi/njYYWFr9roI/hqdefault.jpg,신에게 덤빈 양아치의 최후,1,1,1,1,1,1,njYYWFr9roI,2,4
브리저튼,https://i.ytimg.com/vi/tFtZS64rB0Y/hqdefault.jpg,야 하지만 섹시하면서도 사랑스러운 작품 위,1,0,1,0,1,0,tFtZS64rB0Y,1,6
브리저튼,https://i.ytimg.com/vi/C3C-cFOXYBA/hqdefault.jpg,가장 완벽하게 시집가는 법,1,1,1,1,1,1,C3C-cFOXYBA,2,4
브리저튼,https://i.ytimg.com/vi/x0GYcdXgaFA/hqdefault.jpg,하   넷플릭스가 미쳤나   전세계 시청 순위 위  ㄷ    ,1,0,1,0,1,0,x0GYcdXgaFA,1,9
브링잇온,https://i.ytimg.com/vi/e4C3LXmQGa8/hqdefault.jpg,섹시하고 이쁜 치어리더들의 이야기!  하이틴영화              ,0,1,0,0,1,0,e4C3LXmQGa8,0,5
브링잇온3,https://i.ytimg.com/vi/qQzOxNTAeZU/hqdefault.jpg,치어리더들! 너무 귀엽자나 !  하이틴영화              ,0,0,0,0,1,0,qQzOxNTAeZU,0,5
브이포벤데타,https://i.ytimg.com/vi/MxHMHq3Y1lQ/hqdefault.jpg,년 차 세계대전후    통제된 사회가 도래한다,0,1,0,0,1,0,MxHMHq3Y1lQ,0,7
브이포벤데타,https://i.ytimg.com/vi/-ecdogJ5Mxo/hqdefault.jpg,영화 촬영한다고 삭발을 감행한 배우  ㄷ   ,0,0,0,0,1,0,-ecdogJ5Mxo,0,6
브이포벤데타,https://i.ytimg.com/vi/3CRnJoKvdoQ/hqdefault.jpg,시민들이 나라에 무관심하면 벌어지는 대참사,1,1,1,0,1,1,3CRnJoKvdoQ,1,5
블라인드,https://i.ytimg.com/vi/rAvRNykEX7Y/hqdefault.jpg,미녀로 착각하여 사랑에 빠지게 된 꽃미남 맹인 소년의 최후   ,1,1,1,1,1,1,rAvRNykEX7Y,2,9
블라인드,https://i.ytimg.com/vi/VGRHdDiMJP0/hqdefault.jpg,예쁜줄 알고 사랑에 빠진 맹인남의 눈수술후 충격적 선택  명작중의명작 ,1,1,0,1,0,1,VGRHdDiMJP0,1,9
블랙머니,https://i.ytimg.com/vi/Pcvtz4UZ2qY/hqdefault.jpg,무대포 검사가 초엘리트 변호사와 한 판 붙는다면?,1,0,1,1,1,0,Pcvtz4UZ2qY,2,7
블랙머니,https://i.ytimg.com/vi/9FQpNGOSk-Q/hqdefault.jpg,한국에서 조원을 먹튀하고 또 조원을 소송 건 외국회사 실화 ,1,1,1,0,1,1,9FQpNGOSk-Q,1,8
블랙미러,https://i.ytimg.com/vi/Vkbn63gZty8/hqdefault.jpg,죽은사람을 인공지능 로봇으로 되살리는 미래사람들,1,1,1,0,1,1,Vkbn63gZty8,1,5
블랙미러,https://i.ytimg.com/vi/aUCcOOlwrYA/hqdefault.jpg,유튜브 알고리즘이 애인까지 추천하는 미래  ㅎ ㄷ,0,1,0,0,0,0,aUCcOOlwrYA,0,7
블랙미러,https://i.ytimg.com/vi/Su3OFSCv9XY/hqdefault.jpg,인간의 얼굴을 제거할 수 있는 신의 능력을 지닌 폭군,0,1,0,0,1,0,Su3OFSCv9XY,0,9
블랙미러,https://i.ytimg.com/vi/_xAPIPkkD7s/hqdefault.jpg,당신은 돼지와 성관계를 할 수 있습니까?,1,1,0,1,0,1,_xAPIPkkD7s,1,6
블랙미러,https://i.ytimg.com/vi/tyV9OS8DoN0/hqdefault.jpg,아이들의 뇌속에  를 삽입하는 년뒤 부모들  ㅎ ㄷ     ,1,1,1,0,1,1,tyV9OS8DoN0,1,8
블랙미러,https://i.ytimg.com/vi/KbePAIhdejQ/hqdefault.jpg,모든 감각을 느낄 수 있는 미래의  게임,0,1,0,0,1,0,KbePAIhdejQ,0,7
블랙미러3-샌주니페로’2016,https://i.ytimg.com/vi/CjaRTDvZq1Y/hqdefault.jpg,그리고 그녀의 선택 레즈비언? 퀴어영화 블랙미러 미래의사후세계     ,1,1,0,1,1,1,CjaRTDvZq1Y,1,5
블랙미러4-1uss칼리스터,https://i.ytimg.com/vi/9Gxl8AGwvmo/hqdefault.jpg,      탈모 찐따가 여자 직원을 노예로 만드는 법,1,1,1,1,1,1,9Gxl8AGwvmo,2,8
블랙미러:uss칼리스터,https://i.ytimg.com/vi/9xDPaTUo0jE/hqdefault.jpg,  게임회사 대표를 은따시키면 벌어지는 일   ,1,1,1,1,1,1,9xDPaTUo0jE,2,6
블랙미러:추락,https://i.ytimg.com/vi/DXtNLjj1G_I/hqdefault.jpg,천만 팔로워 핵인싸의 충격적인 과거 그리고 그녀를 찾아온 친구의 목적은?,1,1,1,1,1,1,DXtNLjj1G_I,2,10
블랙미러밴더스내치,https://i.ytimg.com/vi/tPFMgCvVCxk/hqdefault.jpg,천재가 만들다가 미쳐버린 게임,1,1,1,0,1,1,tPFMgCvVCxk,1,4
블랙미러블랙뮤지엄,https://i.ytimg.com/vi/t6lCELBpN8E/hqdefault.jpg,고통을 공유하는 기계를 의사에게 심으면 일어나는 참극,1,1,1,0,1,1,t6lCELBpN8E,1,7
블랙미러스트라이킹바이퍼스,https://i.ytimg.com/vi/yrwjVxska0w/hqdefault.jpg,남자들의 꿈을 이뤄주는 가상게임 결말포함 ,0,1,0,0,0,0,yrwjVxska0w,0,4
블랙미러시스템의연인,https://i.ytimg.com/vi/4ErlXg6OM6E/hqdefault.jpg,로봇이 정한 시간에 이별하는 미래 인류   ,0,1,0,0,1,0,4ErlXg6OM6E,0,6
블랙미러시즌1,https://i.ytimg.com/vi/lzKncbj6G58/hqdefault.jpg,인터넷 방송이 계급이 되는 세상,0,1,0,0,0,0,lzKncbj6G58,0,5
블랙미러시즌2:화이트크리스마스,https://i.ytimg.com/vi/SWHIH2PRR44/hqdefault.jpg,멀쩡한 사람을 노예로 만들 수 있는 남자가 저지른 끔찍한 일,1,1,1,1,1,1,SWHIH2PRR44,2,10
블랙미러시즌3,https://i.ytimg.com/vi/Xv9eDd3zflw/hqdefault.jpg,노트북 웹캠으로 모든 것이 촬영되어 버린 소년,0,1,0,0,0,0,Xv9eDd3zflw,0,7
블랙미러시즌3-3샷업앤댄스,https://i.ytimg.com/vi/p09pUQNfjkQ/hqdefault.jpg,노트북 카메라 앞에서 함부로 바지 내리다 벌어진 비극적인 사연       소름반전 ,1,1,1,1,1,1,p09pUQNfjkQ,2,11
블랙미러시즌3의1화추락편,https://i.ytimg.com/vi/OulDM5uVsMk/hqdefault.jpg,금수저 결혼식장 잘못 깽판친 여자의 최후  ㄷ,1,1,1,1,0,1,OulDM5uVsMk,2,7
블랙미러시즌4,https://i.ytimg.com/vi/o9M6nSZzz58/hqdefault.jpg,국가가 남녀의 잠자리 대상을 정해준다면?,1,1,0,1,0,1,o9M6nSZzz58,1,5
블랙미러시즌4,https://i.ytimg.com/vi/tqgdUA7W5rg/hqdefault.jpg,  이 넘는  들이 플레이어가 없을때 하는 짓들    ,1,1,1,1,1,1,tqgdUA7W5rg,2,8
블랙미러시즌4USS칼리스터,https://i.ytimg.com/vi/D5fVcMf2cuQ/hqdefault.jpg,직장 내 왕따가 신이 되어 복수한다,0,1,0,0,1,0,D5fVcMf2cuQ,0,6
블랙미러시즌5,https://i.ytimg.com/vi/kUpiKwhCogw/hqdefault.jpg,뇌를 열어볼 수 있는 공무원이 살인마를 만나면서 생긴 일  ㄷ;,1,1,1,1,1,1,kUpiKwhCogw,2,10
블랙미러시즌5스트라이킹바이퍼스,https://i.ytimg.com/vi/q1XRBGK4NYU/hqdefault.jpg,친구와 모든 것을 느낄 수 있는  게임을 해보았다,0,1,0,0,1,0,q1XRBGK4NYU,0,8
블랙미러아크엔젤,https://i.ytimg.com/vi/a0YumrgHXKs/hqdefault.jpg,미래 아이들을 통제하는 방법   ,1,1,0,1,1,1,a0YumrgHXKs,1,4
블랙미러추락,https://i.ytimg.com/vi/k4T8_Skk4ag/hqdefault.jpg,아싸가 되면 아무것도 못하는 헬세상    ,1,1,1,0,1,1,k4T8_Skk4ag,1,6
블랙미러핫샷,https://i.ytimg.com/vi/5oKmwsI4GCE/hqdefault.jpg,전자파가 걱정되는 미래의 평짜리 서민의 집   ,0,1,0,0,0,0,5oKmwsI4GCE,0,6
블랙미러화이트크리스마스,https://i.ytimg.com/vi/BYX1wD1Byps/hqdefault.jpg,먼 미래  시키면 뭐든지 하는 노예로 만드는 상상도 못한 신박한 방법,1,1,1,1,1,1,BYX1wD1Byps,2,11
블랙스완,https://i.ytimg.com/vi/7rAkibOCILk/hqdefault.jpg,완벽주의가 위험한 이유,1,1,0,1,0,1,7rAkibOCILk,1,3
블랙팬서,https://i.ytimg.com/vi/Qd6F2GciJ10/hqdefault.jpg,블랙팬서 어디까지가  일까,0,0,0,0,0,0,Qd6F2GciJ10,0,3
블랙팬서,https://i.ytimg.com/vi/H379kKA-tbg/hqdefault.jpg,부산에 취한다! 가장 진보적인 마블 영화 블랙팬서,1,0,1,0,1,0,H379kKA-tbg,1,7
블랙팬서,https://i.ytimg.com/vi/WCXM4DnwT1g/hqdefault.jpg,블랙팬서   영화의 수준 ㄷ  일러  ,1,0,1,0,0,0,WCXM4DnwT1g,1,5
블랙팬서,https://i.ytimg.com/vi/eaxQ5unJTIk/hqdefault.jpg,블랙팬서에 등장하는 황금고양이,0,1,0,0,0,0,eaxQ5unJTIk,0,3
블러드다이아몬드,https://i.ytimg.com/vi/vQrjt9Ypy44/hqdefault.jpg,반군들에게 가족을 납치당한 남자가 벌인 지독한 사투,1,1,1,0,0,1,vQrjt9Ypy44,1,7
블루라군,https://i.ytimg.com/vi/SA6y3Ro5mQY/hqdefault.jpg,      어릴때 무인도에 들어가면 생기는 일들!,1,1,0,1,1,1,SA6y3Ro5mQY,1,7
비밀의숲테라비시아,https://i.ytimg.com/vi/xLMj13UyQO0/hqdefault.jpg,전학생 소녀와 급속도로 친해진 소년이 함께 들어간 깊은 숲속 그곳은   ,1,1,0,1,0,1,xLMj13UyQO0,1,10
비스티보이즈,https://i.ytimg.com/vi/dsmpKyTDOCY/hqdefault.jpg,마동석의 양아치 참교육,1,1,1,0,0,1,dsmpKyTDOCY,1,3
빅,https://i.ytimg.com/vi/wzI7p9pgylg/hqdefault.jpg,억대 연봉을 받는 살 초딩,0,1,0,0,1,0,wzI7p9pgylg,0,5
빅,https://i.ytimg.com/vi/0mFkZLiNm8k/hqdefault.jpg,참신한 아이디어로 하루아침에 억대연봉을 받게 된 살 초딩      ,0,1,0,0,1,0,0mFkZLiNm8k,0,10
빅,https://i.ytimg.com/vi/76GbchXy0Ns/hqdefault.jpg,살 초딩이 살 어른이 되자 벌어진 일,1,1,0,1,1,1,76GbchXy0Ns,1,7
빅브라더,https://i.ytimg.com/vi/uqzBp5p411o/hqdefault.jpg,전직 미국 특수부대를 그만두고 선생님이 된다면?  하이틴영화           ,1,1,0,1,1,1,uqzBp5p411o,1,7
빅브라더,https://i.ytimg.com/vi/zOCEaj1wBwk/hqdefault.jpg,문제아 학교에 미군 특수부대 출신 선생님이 부임하면 벌어지는 일,1,1,0,1,1,1,zOCEaj1wBwk,1,9
빅쇼트,https://i.ytimg.com/vi/aLFbFLepUjM/hqdefault.jpg,영화 빅쇼트로 정말 쉽게 설명하는 서브프라임 모기지 사태,0,1,0,0,1,0,aLFbFLepUjM,0,8
빅쇼트,https://i.ytimg.com/vi/I2qWwG5egBQ/hqdefault.jpg,돈 벌고 싶다면 꼭 봐야하는 영화   ㄷ,1,0,1,0,1,0,I2qWwG5egBQ,1,7
빈센조,https://i.ytimg.com/vi/8UzjFd5nhmU/hqdefault.jpg,금  톤으로 슈퍼카를 산 변호사가 정의구현 하는 드라마,0,1,0,0,0,0,8UzjFd5nhmU,0,8
빌어먹을세상따위,https://i.ytimg.com/vi/jZZmkTRqAW8/hqdefault.jpg,쇼킹   넷플릭스에 숨겨진 금 추천작,1,0,1,0,0,0,jZZmkTRqAW8,1,5
빌어먹을세상따위시즌1,https://i.ytimg.com/vi/1HfnSH2gTb4/hqdefault.jpg,싸이코패스와 소시오패스가 사귀면 벌어지는 일  ,1,1,0,1,1,1,1HfnSH2gTb4,1,5
빌어먹을세상따위시즌1,https://i.ytimg.com/vi/4PH8oFlMqjw/hqdefault.jpg,미국특공대도 잡지 못한 두 아이의 정체는 ㅆㅍ,1,0,1,1,0,0,4PH8oFlMqjw,2,7
빌어먹을세상따위시즌2,https://i.ytimg.com/vi/9XXAN5kIo28/hqdefault.jpg,정말   넷플릭스에서 꼭 봐야할 작품 위,0,0,0,0,1,0,9XXAN5kIo28,0,6
사라진밤,https://i.ytimg.com/vi/bhW-iz950II/hqdefault.jpg,재벌 세를 살인한 대학교수,0,1,0,0,0,0,bhW-iz950II,0,4
사랑과영혼,https://i.ytimg.com/vi/T4Fj9hJv40c/hqdefault.jpg,여자가 너무 예뻐서 죽어서도 천국에 가지 않는 남친,0,1,0,0,0,0,T4Fj9hJv40c,0,8
사랑의블랙홀,https://i.ytimg.com/vi/COG7fLrOpNo/hqdefault.jpg,시공간에 갇혀 사람들의 신이 된 남자,0,1,0,0,0,0,COG7fLrOpNo,0,6
사바하,https://i.ytimg.com/vi/xhy1A8CjQTM/hqdefault.jpg,한국에 털이 난 악마의 자식이 태어나면서 생긴 종교,1,1,1,0,1,1,xhy1A8CjQTM,1,8
사바하,https://i.ytimg.com/vi/BzsKMfbxrVc/hqdefault.jpg,신흥 사이비 종교를 잡는 스님과 목사님,0,1,0,0,1,0,BzsKMfbxrVc,0,6
사바하,https://i.ytimg.com/vi/vqQdr5k4a5Y/hqdefault.jpg,년간 귀신과 함께 자란 소녀에게 벌어진 일,1,1,0,1,0,1,vqQdr5k4a5Y,1,7
사바하,https://i.ytimg.com/vi/iqWa27gZzJ8/hqdefault.jpg,사바하  년간 창고에 갇힌 소녀의 충격적인 능력,1,1,1,1,0,1,iqWa27gZzJ8,2,6
사바하,https://i.ytimg.com/vi/adMio0d60_8/hqdefault.jpg,사바하 해석  불교와 기독교 세계관이 합쳐진 영화,0,1,0,0,1,0,adMio0d60_8,0,8
사바하,https://i.ytimg.com/vi/y1cjHrhqPJ0/hqdefault.jpg,    년생만 찾아 다니는 사이비종교 단체,0,1,0,0,1,0,y1cjHrhqPJ0,0,6
사생결단,https://i.ytimg.com/vi/91X6EgR_P88/hqdefault.jpg,      살아있는 부산 누아르 영화  류승범   황정민 ,1,0,1,0,0,0,91X6EgR_P88,1,7
사이보그그녀,https://i.ytimg.com/vi/Z9AjssRvDlE/hqdefault.jpg,인간 능력의 배 인조인간 여자랑 동거하면 생기는 일    ,1,1,1,1,1,1,Z9AjssRvDlE,2,9
사일런트힐1,https://i.ytimg.com/vi/6XLqyS8Z2Pk/hqdefault.jpg,잿빛으로 물들어버린 괴물 마을의 비밀      ,1,1,0,1,1,1,6XLqyS8Z2Pk,1,8
사일런트힐2,https://i.ytimg.com/vi/u8_FrwBY9ig/hqdefault.jpg,사일런트힐  다시 돌아온 공포의 간호사 누님  부       ,1,0,1,0,1,0,u8_FrwBY9ig,1,10
사탄의베이비시터,https://i.ytimg.com/vi/CStFFKjdk9k/hqdefault.jpg,      예쁘고 무서운 누나   성인판 나홀로 집에    ,0,1,0,0,1,0,CStFFKjdk9k,0,9
사탄의베이비시터,https://i.ytimg.com/vi/5niun8VN90k/hqdefault.jpg,악마에게 제물삼을 친구를 유혹한 여자,0,1,0,0,1,0,5niun8VN90k,0,5
산타클라리타다이어트,https://i.ytimg.com/vi/frAdNx_P-GA/hqdefault.jpg,직장 상사를 먹은 여자,0,1,0,0,0,0,frAdNx_P-GA,0,4
산타클라리타다이어트,https://i.ytimg.com/vi/wLWdiCOyFCs/hqdefault.jpg,좀비가 된 아내,0,1,0,0,1,0,wLWdiCOyFCs,0,3
살아있다,https://i.ytimg.com/vi/J7LWP33ZFGw/hqdefault.jpg,나 빼고 우리 아파트 모든 주민이 ? 에 감염되면 벌어지는 일  ,1,1,0,1,1,1,J7LWP33ZFGw,1,11
삼진그룹영어토익반,https://i.ytimg.com/vi/AxFsPVy5IJk/hqdefault.jpg,요즘 꼰대는 비빌 수도 없는 년대 꼰대 클라스  ,1,1,1,0,1,1,AxFsPVy5IJk,1,8
삼진그룹영어토익반,https://i.ytimg.com/vi/mSCZv0gvSD0/hqdefault.jpg,전교등 수재들을 말단직원으로 뽑아 잡일시켰던 년대 대기업클라쓰  ㄷ,1,1,1,0,1,1,mSCZv0gvSD0,1,8
새벽의저주,https://i.ytimg.com/vi/1u15Bd5hn5Q/hqdefault.jpg,좀비가 된 갓난 아기,0,1,0,0,0,0,1u15Bd5hn5Q,0,4
새벽의저주,https://i.ytimg.com/vi/beMvCXOWUN8/hqdefault.jpg,무조건 봐야 할 명작 좀비 영화,0,0,0,0,0,0,beMvCXOWUN8,0,6
새벽의저주,https://i.ytimg.com/vi/KGmyE1nFz2M/hqdefault.jpg,만든 사람 뇌구조가 궁금해지는 가장 독특한 좀비 바이러스,0,0,0,0,1,0,KGmyE1nFz2M,0,8
색계,https://i.ytimg.com/vi/yP5m_Gk15PU/hqdefault.jpg,미인계를 이용해 친일파를 처리해야만 했던 여자,0,1,0,0,0,0,yP5m_Gk15PU,0,6
색즉시공,https://i.ytimg.com/vi/PWEVstWuEqU/hqdefault.jpg,클라라 눈나가 중국가서 이런 영화를 찍었다고   ?,1,0,1,1,1,0,PWEVstWuEqU,2,6
샌안드레아스,https://i.ytimg.com/vi/ijloZ1fqW4s/hqdefault.jpg,진도  의 지진이 저수량 억톤 댐을 덮치면 벌어지는 일  ㅎ ㄷ     ,1,1,1,1,0,1,ijloZ1fqW4s,2,11
샴,https://i.ytimg.com/vi/XoizD_PWLGo/hqdefault.jpg,죽어서도 떨어질 수 없었던 샴쌍둥이의 비밀 공포       ,1,1,0,1,1,1,XoizD_PWLGo,1,7
서울역,https://i.ytimg.com/vi/wmdQyHyCex0/hqdefault.jpg,서울역에서 벌어진 좀비전쟁,0,1,0,0,1,0,wmdQyHyCex0,0,3
서치,https://i.ytimg.com/vi/y8-zSwk7KF4/hqdefault.jpg, 화면만으로 영화를 만들었는데 퀄리티 대박인 영화,1,1,1,0,0,1,y8-zSwk7KF4,1,6
서치,https://i.ytimg.com/vi/3O25-GETg48/hqdefault.jpg,한국인 주연으로만 할리우드에서 극찬받은 영화,1,0,1,0,0,0,3O25-GETg48,1,5
서치,https://i.ytimg.com/vi/8eyj3iXSR84/hqdefault.jpg, 추적수사 이용하여 사라진 딸을 찾는다!?   수사과정을 볼수있는 영화  호불호존잼  드라마영화              ,1,1,1,1,1,1,8eyj3iXSR84,2,10
선생김봉두,https://i.ytimg.com/vi/KOmE-bJykTk/hqdefault.jpg,믿고 거르는 요즘 한국영화와 차원이 달랐던 작품들,1,0,1,0,0,0,KOmE-bJykTk,1,7
설계,https://i.ytimg.com/vi/q6i1nFy9eTY/hqdefault.jpg,억대의 사채를 굴리는 여자의 인생이야기      ,1,1,1,0,1,1,q6i1nFy9eTY,1,6
세얼간이,https://i.ytimg.com/vi/SQpfY_B1g6k/hqdefault.jpg,자신을 개무시하던 명문대 교수를 발라버린 빈민가출신 학생의 정체,1,1,1,1,1,1,SQpfY_B1g6k,2,8
세이프오브워터:사랑의모양,https://i.ytimg.com/vi/NnMQCbAcHXk/hqdefault.jpg,괴물과 사랑에 빠질 수 있을까?,1,1,0,1,0,1,NnMQCbAcHXk,1,5
셰이프오브워터:사랑의모양,https://i.ytimg.com/vi/mRRAK3yOV-w/hqdefault.jpg,괴생명체를 사랑한 여성,0,1,0,0,0,0,mRRAK3yOV-w,0,3
소공녀,https://i.ytimg.com/vi/DAxayltzOUs/hqdefault.jpg,집 나온 대 여자의 생존방법  ,1,1,0,1,1,1,DAxayltzOUs,1,5
소공녀,https://i.ytimg.com/vi/-TIFTXbwNcY/hqdefault.jpg,한약을 먹지 않으면 머리가 백발이 되는 불치병 소녀,0,1,0,0,1,0,-TIFTXbwNcY,0,8
소림축구,https://i.ytimg.com/vi/p8oYJscfuPY/hqdefault.jpg,외계인한테 축구로 까불면 안되는 이유      ,1,0,0,1,0,0,p8oYJscfuPY,1,6
소림축구,https://i.ytimg.com/vi/HnenK5TlQG4/hqdefault.jpg,연장차고 나온 조기축구회,0,0,0,0,1,0,HnenK5TlQG4,0,3
소셜네트워크,https://i.ytimg.com/vi/G8zLmTy_CIM/hqdefault.jpg,  천재가 돈에 빡쳐서 조 벌어버린 썰 ㅋ,1,1,1,0,1,1,G8zLmTy_CIM,1,8
소셜포비아,https://i.ytimg.com/vi/6LnGPhoI1Lk/hqdefault.jpg,세기 마녀사냥,0,1,0,0,0,0,6LnGPhoI1Lk,0,2
소스코드,https://i.ytimg.com/vi/JEoQUnTvZIQ/hqdefault.jpg,분마다 폭발 사고를 막아야 하는 남자   ,0,1,0,0,1,0,JEoQUnTvZIQ,0,6
소스코드,https://i.ytimg.com/vi/30BTRSOlpeA/hqdefault.jpg,사망한 사람의 뇌에 접속한 남자,0,1,0,0,0,0,30BTRSOlpeA,0,5
소스코드,https://i.ytimg.com/vi/5X6g5H1yPKA/hqdefault.jpg,현실과   비슷하게 만든 가상세계,1,1,1,0,1,1,5X6g5H1yPKA,1,5
소시지파트,https://i.ytimg.com/vi/bSsOJFWqnlk/hqdefault.jpg,먹는거로 동심파괴하는 공포의 음식영화,0,1,0,0,1,0,bSsOJFWqnlk,0,4
소시지파티,https://i.ytimg.com/vi/I95sOrYRPCY/hqdefault.jpg,넷플릭스에 있는게 신기한 어른용 미친 애니메이션 ㅋ,1,0,1,0,1,0,I95sOrYRPCY,1,7
솔트,https://i.ytimg.com/vi/bG0wO4rhM0M/hqdefault.jpg,그녀의 남편을 건드리면 생기는 일     ,1,1,0,1,1,1,bG0wO4rhM0M,1,5
솔트,https://i.ytimg.com/vi/cd8N5ulb2XQ/hqdefault.jpg,어려서부터 특수 훈련을 받은 미녀   요원을 개빡치게 만들면 일어나는 일        ,1,1,1,1,1,1,cd8N5ulb2XQ,2,14
솔트,https://i.ytimg.com/vi/TqgoCIeqO4Q/hqdefault.jpg,어떤 물건이든 무기로 만들어버리는 역대 최강의 스파이,1,0,1,0,0,0,TqgoCIeqO4Q,1,7
쇼생크탈출,https://i.ytimg.com/vi/XM-_Fh8PeMY/hqdefault.jpg,억울하게 누명쓰고 역대 최악의 감옥에 수감된 천재가 기발한 방법으로 감옥을 탈출하고 저지른 짓       ,1,1,1,1,1,1,XM-_Fh8PeMY,2,15
쇼생크탈출,https://i.ytimg.com/vi/6UNW6KTieeQ/hqdefault.jpg,역대 네이버 평점 위 영화,1,0,1,0,1,0,6UNW6KTieeQ,1,5
쇼퍼홀릭,https://i.ytimg.com/vi/M9OKh1IJ4Ro/hqdefault.jpg,쇼핑중독자가 돈관리를 잘한다고 소문났는대   ?  하이틴영화              ,1,1,0,1,1,1,M9OKh1IJ4Ro,1,5
쇼퍼홀릭,https://i.ytimg.com/vi/dnYMjFUX0sM/hqdefault.jpg,요 카드만 있으면 세상 모든 물건이 내 것!,0,1,0,0,0,0,dnYMjFUX0sM,0,8
수어사이드스쿼드,https://i.ytimg.com/vi/z4NbdP6spas/hqdefault.jpg,압도적으로 이쁜 악당과 나머지 따까리들이 세상을 구하는 이유  ?,1,1,1,1,1,1,z4NbdP6spas,2,8
수어사이드스쿼드,https://i.ytimg.com/vi/7UJ-4RReLH0/hqdefault.jpg,수어사이드 스쿼드 악당들이 몰려온다,0,1,0,0,1,0,7UJ-4RReLH0,0,4
수어사이드스쿼드,https://i.ytimg.com/vi/zar7-Hcdp5c/hqdefault.jpg,수어사이드 스쿼드의 할리퀸,0,0,0,0,1,0,zar7-Hcdp5c,0,3
수어사이드스쿼드,https://i.ytimg.com/vi/LQr-61tXYMY/hqdefault.jpg,조커  내 개그 한번 들어볼래?,1,0,0,1,0,0,LQr-61tXYMY,1,5
쉬즈더맨,https://i.ytimg.com/vi/ZyXkrb8jPbw/hqdefault.jpg,남자 기숙사에 여자가 들어가면 벌어지는 일 ㅋ,1,1,1,1,1,1,ZyXkrb8jPbw,2,7
쉬즈더맨,https://i.ytimg.com/vi/A0YdDtyGIOQ/hqdefault.jpg,여자가 남자 기숙사에 들어가면 무슨일이   ?  설렘주의  하이틴영화              ,1,1,0,1,1,1,A0YdDtyGIOQ,1,6
쉬즈더맨,https://i.ytimg.com/vi/wQBL4R0Tj-o/hqdefault.jpg,느닷없이 벌어진 섹시한 벤치클리어링,0,0,0,0,1,0,wQBL4R0Tj-o,0,4
쉰들러리스트,https://i.ytimg.com/vi/PUCHyaSDJlY/hqdefault.jpg,만명이 죽어간 지옥에서 살아남은 명의 사람들,1,1,1,0,0,1,PUCHyaSDJlY,1,6
슈츠,https://i.ytimg.com/vi/aAK14XCyu3A/hqdefault.jpg,  고졸 무시했다가 참교육 당하는 명문대생들 ㅋ,1,1,1,0,1,1,aAK14XCyu3A,1,7
슈츠,https://i.ytimg.com/vi/iqZsIqMH2gw/hqdefault.jpg,하버드생들을 바보로 만든 고졸,1,1,1,0,0,1,iqZsIqMH2gw,1,4
슈츠,https://i.ytimg.com/vi/KJpafW0866I/hqdefault.jpg,  고졸 무시하다 참교육 당하는 대기업 회장 ㅋ,1,1,1,0,1,1,KJpafW0866I,1,8
스노우화이트앤더헌츠맨,https://i.ytimg.com/vi/43c89SgASl4/hqdefault.jpg,넷플릭스에서 볼 수 있는 어른들을 위한 백설공주 동화  ㅎ ㄷ   ,1,0,1,0,0,0,43c89SgASl4,1,10
스물,https://i.ytimg.com/vi/LXezc04GzB8/hqdefault.jpg,성인이 되자마자 남자 셋이 가장 바라는 것은?  넷플릭스 추천       ? ,1,1,0,1,1,1,LXezc04GzB8,1,10
스위치,https://i.ytimg.com/vi/VjPLsksHNTw/hqdefault.jpg,술김에 여사친에게 정자기증을 해버린 남자,1,1,1,0,1,1,VjPLsksHNTw,1,5
스위트홈,https://i.ytimg.com/vi/6anFnKAd6Do/hqdefault.jpg,진짜가 나타났다   ,0,0,0,0,1,0,6anFnKAd6Do,0,2
스위트홈,https://i.ytimg.com/vi/cxO6Q6jiBys/hqdefault.jpg,인구  가 괴물로 변해버린 대한민국에서 벌어지는 일  스위트홈 ,1,1,1,1,1,1,cxO6Q6jiBys,2,8
스위트홈,https://i.ytimg.com/vi/kDVOvfPGv6I/hqdefault.jpg,  스위트홈   괴생명체들이 출현하자 집콕생활에 빠진 생존자들!  넷플릭스  ,1,1,1,0,1,1,kDVOvfPGv6I,1,7
스위트홈,https://i.ytimg.com/vi/MkDYhrmUKKc/hqdefault.jpg,스위트홈을 쌍욕으로 씹어먹어버리는 여고생 고민시,1,0,1,0,1,0,MkDYhrmUKKc,1,5
스윙키즈,https://i.ytimg.com/vi/ILGZfgHQOpg/hqdefault.jpg,단 한번도 흥행에 실패하지 않은 감독의 야심작,1,0,1,0,0,0,ILGZfgHQOpg,1,7
스카이하이,https://i.ytimg.com/vi/39U1VTby2mw/hqdefault.jpg,초능력이 없으면 왕따당하는 학교,0,1,0,0,0,0,39U1VTby2mw,0,4
스카이하이,https://i.ytimg.com/vi/RpGgWhqBYoQ/hqdefault.jpg,평범한 줄 알았던 고등학생이 괴롭힘에 제대로 각성해버렷,1,1,1,0,1,1,RpGgWhqBYoQ,1,7
